station,ap1,rssi1,ocu1,con1,dis1,pow1,ap2,rssi2,ocu2,con2,dis2,pow2,ap3,rssi3,ocu3,con3,dis3,pow3,ap4,rssi4,ocu4,con4,dis4,pow4,associatedTo
sta10,1,-64.0,53.3333333333,0.0174,17.4,880,1,-72.0,66.6666666667,0.0376,37.64,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-72.0,66.6666666667,0.0383,38.34,880,1,-68.0,40.0,0.0231,23.11,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,66.6666666667,0.0408,40.81,960,1,-53.0,55.5555555556,0.0092,9.24,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-74.0,66.6666666667,0.0384,38.4,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-71.0,35.0,0.0352,35.19,880,4
sta14,1,-64.0,53.3333333333,0.0176,17.56,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-74.0,53.3333333333,0.0394,39.37,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,1,-75.0,66.6666666667,0.0489,48.9,960,1,-47.0,40.0,0.0046,4.59,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-37.0,55.5555555556,0.0026,2.59,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-64.0,35.0,0.0200,19.96,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-65.0,55.5555555556,0.0226,22.57,880,1,-72.0,53.3333333333,0.0311,31.07,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-71.0,53.3333333333,0.0303,30.32,880,1,-72.0,66.6666666667,0.0390,39.0,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta24,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0445,44.52,880,1,-52.0,40.0,0.0065,6.5,880,0,-100.0,100.0,1.0,100,1000,3
sta1,1,-71.0,66.6666666667,0.0316,31.57,100,1,-67.0,55.5555555556,0.0256,25.63,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta2,1,-51.0,53.3333333333,0.0066,6.63,960,1,-75.0,66.6666666667,0.0481,48.15,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta3,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-66.0,35.0,0.0242,24.18,880,4
sta4,1,-71.0,66.6666666667,0.0298,29.77,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-73.0,35.0,0.0425,42.45,960,4
sta5,1,-72.0,66.6666666667,0.0331,33.06,100,1,-74.0,66.6666666667,0.0447,44.69,100,0,-100.0,100.0,1.0,100,1000,1,-75.0,35.0,0.0475,47.45,100,4
sta6,0,-100.0,100.0,1.0,100,1000,1,-33.0,55.5555555556,0.0019,1.89,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta7,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0439,43.86,960,1,-75.0,53.3333333333,0.0380,37.96,960,1,-75.0,35.0,0.0466,46.6,960,4
sta8,0,-100.0,100.0,1.0,100,1000,1,-73.0,66.6666666667,0.0402,40.2,880,1,-75.0,40.0,0.0374,37.39,880,1,-76.0,45.0,0.0502,50.16,880,3
sta9,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0464,46.37,100,1,-71.0,40.0,0.0278,27.76,100,1,-75.0,45.0,0.0490,49.02,100,3
sta10,1,-63.0,53.3333333333,0.0163,16.28,880,1,-72.0,66.6666666667,0.0396,39.56,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-73.0,66.6666666667,0.0400,40.05,880,1,-68.0,40.0,0.0218,21.81,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,66.6666666667,0.0413,41.29,960,1,-53.0,55.5555555556,0.0088,8.77,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-75.0,66.6666666667,0.0403,40.31,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-70.0,35.0,0.0335,33.53,880,4
sta14,1,-65.0,53.3333333333,0.0193,19.26,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-75.0,53.3333333333,0.0400,39.97,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,1,-75.0,66.6666666667,0.0492,49.17,960,1,-52.0,40.0,0.0064,6.44,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-41.0,55.5555555556,0.0035,3.51,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-63.0,35.0,0.0190,18.96,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-64.0,55.5555555556,0.0209,20.88,880,1,-73.0,53.3333333333,0.0329,32.92,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-70.0,53.3333333333,0.0288,28.8,880,1,-73.0,66.6666666667,0.0402,40.22,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta24,0,-100.0,100.0,1.0,100,1000,1,-73.0,66.6666666667,0.0426,42.61,880,1,-55.0,40.0,0.0082,8.24,880,0,-100.0,100.0,1.0,100,1000,3
sta1,1,-71.0,66.6666666667,0.0313,31.3,100,1,-67.0,55.5555555556,0.0260,26.0,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta2,1,-50.0,53.3333333333,0.0060,6.03,960,1,-75.0,66.6666666667,0.0481,48.11,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta3,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-66.0,35.0,0.0238,23.79,880,4
sta4,1,-71.0,66.6666666667,0.0304,30.39,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-73.0,35.0,0.0418,41.82,960,4
sta5,1,-72.0,66.6666666667,0.0334,33.37,100,1,-74.0,66.6666666667,0.0443,44.27,100,0,-100.0,100.0,1.0,100,1000,1,-75.0,35.0,0.0477,47.67,100,4
sta6,0,-100.0,100.0,1.0,100,1000,1,-28.0,55.5555555556,0.0013,1.28,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta7,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0441,44.09,960,1,-75.0,53.3333333333,0.0378,37.81,960,1,-75.0,35.0,0.0464,46.42,960,4
sta8,1,-76.0,66.6666666667,0.0446,44.57,880,1,-73.0,66.6666666667,0.0401,40.15,880,1,-75.0,40.0,0.0379,37.91,880,1,-76.0,45.0,0.0501,50.12,880,3
sta9,0,-100.0,100.0,1.0,100,1000,1,-75.0,66.6666666667,0.0474,47.4,100,1,-72.0,40.0,0.0295,29.55,100,1,-75.0,45.0,0.0472,47.21,100,3
sta10,1,-62.0,53.3333333333,0.0147,14.71,880,1,-72.0,66.6666666667,0.0395,39.55,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-72.0,66.6666666667,0.0392,39.22,880,1,-67.0,40.0,0.0204,20.4,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-76.0,66.6666666667,0.0431,43.14,960,1,-50.0,55.5555555556,0.0069,6.88,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-75.0,66.6666666667,0.0422,42.21,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-70.0,35.0,0.0319,31.91,880,4
sta14,1,-64.0,53.3333333333,0.0176,17.56,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-74.0,53.3333333333,0.0382,38.17,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,1,-75.0,66.6666666667,0.0473,47.27,960,1,-53.0,40.0,0.0071,7.12,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-37.0,55.5555555556,0.0026,2.59,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-62.0,35.0,0.0181,18.12,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-63.0,55.5555555556,0.0192,19.23,880,1,-74.0,53.3333333333,0.0348,34.78,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-71.0,53.3333333333,0.0303,30.32,880,1,-72.0,66.6666666667,0.0390,39.0,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta24,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0445,44.52,880,1,-52.0,40.0,0.0065,6.5,880,0,-100.0,100.0,1.0,100,1000,3
sta1,1,-71.0,66.6666666667,0.0310,31.04,100,1,-67.0,55.5555555556,0.0264,26.37,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta2,1,-49.0,53.3333333333,0.0054,5.45,960,1,-75.0,66.6666666667,0.0481,48.06,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta3,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-66.0,35.0,0.0234,23.41,880,4
sta4,1,-71.0,66.6666666667,0.0310,31.02,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-73.0,35.0,0.0412,41.19,960,4
sta5,1,-72.0,66.6666666667,0.0337,33.68,100,1,-74.0,66.6666666667,0.0438,43.84,100,0,-100.0,100.0,1.0,100,1000,1,-75.0,35.0,0.0479,47.9,100,4
sta6,0,-100.0,100.0,1.0,100,1000,1,-25.0,55.5555555556,0.0010,1.0,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta7,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0443,44.33,960,1,-75.0,53.3333333333,0.0377,37.66,960,1,-74.0,35.0,0.0462,46.24,960,4
sta8,1,-76.0,66.6666666667,0.0440,44.04,880,1,-73.0,66.6666666667,0.0401,40.1,880,1,-75.0,40.0,0.0384,38.43,880,1,-75.0,45.0,0.0501,50.08,880,3
sta9,0,-100.0,100.0,1.0,100,1000,1,-75.0,66.6666666667,0.0485,48.49,100,1,-72.0,40.0,0.0314,31.35,100,1,-74.0,45.0,0.0454,45.42,100,3
sta10,1,-61.0,53.3333333333,0.0136,13.63,880,1,-73.0,66.6666666667,0.0415,41.47,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-73.0,66.6666666667,0.0410,40.98,880,1,-66.0,40.0,0.0191,19.11,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,66.6666666667,0.0427,42.68,960,1,-51.0,55.5555555556,0.0075,7.47,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-75.0,66.6666666667,0.0421,42.06,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-70.0,35.0,0.0330,33.0,880,4
sta14,1,-63.0,53.3333333333,0.0167,16.72,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-73.0,53.3333333333,0.0364,36.38,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0454,45.38,960,1,-55.0,40.0,0.0082,8.2,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-23.0,55.5555555556,0.0008,0.8,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-63.0,35.0,0.0199,19.9,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-62.0,55.5555555556,0.0176,17.63,880,1,-74.0,53.3333333333,0.0366,36.64,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-70.0,53.3333333333,0.0288,28.8,880,1,-73.0,66.6666666667,0.0402,40.22,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta24,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0448,44.77,880,1,-54.0,40.0,0.0076,7.61,880,0,-100.0,100.0,1.0,100,1000,3
sta1,1,-71.0,66.6666666667,0.0308,30.79,100,1,-67.0,55.5555555556,0.0267,26.74,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta2,1,-47.0,53.3333333333,0.0049,4.88,960,1,-75.0,66.6666666667,0.0480,48.0,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta3,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,35.0,0.0231,23.05,880,4
sta4,1,-72.0,66.6666666667,0.0316,31.65,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-73.0,35.0,0.0406,40.57,960,4
sta5,1,-72.0,66.6666666667,0.0340,33.99,100,1,-74.0,66.6666666667,0.0434,43.43,100,0,-100.0,100.0,1.0,100,1000,1,-75.0,35.0,0.0481,48.14,100,4
sta6,0,-100.0,100.0,1.0,100,1000,1,-28.0,55.5555555556,0.0013,1.28,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta7,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0446,44.57,960,1,-75.0,53.3333333333,0.0375,37.52,960,1,-74.0,35.0,0.0461,46.05,960,4
sta8,1,-76.0,66.6666666667,0.0435,43.51,880,1,-73.0,66.6666666667,0.0401,40.07,880,1,-75.0,40.0,0.0390,38.96,880,1,-75.0,45.0,0.0501,50.06,880,3
sta9,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,40.0,0.0308,30.77,100,1,-74.0,45.0,0.0447,44.75,100,3
sta10,1,-62.0,53.3333333333,0.0153,15.32,880,1,-73.0,66.6666666667,0.0415,41.48,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-73.0,66.6666666667,0.0403,40.26,880,1,-65.0,40.0,0.0177,17.68,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-76.0,66.6666666667,0.0431,43.14,960,1,-50.0,55.5555555556,0.0069,6.88,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-75.0,66.6666666667,0.0422,42.21,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-70.0,35.0,0.0319,31.91,880,4
sta14,1,-63.0,53.3333333333,0.0161,16.06,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-74.0,53.3333333333,0.0382,38.17,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,1,-75.0,66.6666666667,0.0473,47.27,960,1,-53.0,40.0,0.0071,7.12,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-30.0,55.5555555556,0.0016,1.55,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-63.0,35.0,0.0193,19.29,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-61.0,55.5555555556,0.0166,16.59,880,1,-74.0,53.3333333333,0.0362,36.24,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-70.0,53.3333333333,0.0276,27.63,880,1,-72.0,66.6666666667,0.0388,38.77,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta24,0,-100.0,100.0,1.0,100,1000,1,-75.0,66.6666666667,0.0467,46.67,880,1,-51.0,40.0,0.0063,6.3,880,0,-100.0,100.0,1.0,100,1000,3
sta1,1,-71.0,66.6666666667,0.0306,30.55,100,1,-67.0,55.5555555556,0.0271,27.11,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta2,1,-46.0,53.3333333333,0.0043,4.33,960,1,-75.0,66.6666666667,0.0479,47.93,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta3,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,35.0,0.0227,22.71,880,4
sta4,1,-72.0,66.6666666667,0.0323,32.28,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-73.0,35.0,0.0400,39.95,960,4
sta5,1,-73.0,66.6666666667,0.0343,34.32,100,1,-74.0,66.6666666667,0.0430,43.02,100,0,-100.0,100.0,1.0,100,1000,1,-75.0,35.0,0.0484,48.38,100,4
sta6,0,-100.0,100.0,1.0,100,1000,1,-33.0,55.5555555556,0.0019,1.89,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta7,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0448,44.8,960,1,-75.0,53.3333333333,0.0374,37.38,960,1,-74.0,35.0,0.0459,45.87,960,4
sta8,1,-76.0,66.6666666667,0.0430,42.99,880,1,-73.0,66.6666666667,0.0400,40.04,880,1,-75.0,40.0,0.0395,39.48,880,1,-75.0,45.0,0.0500,50.03,880,3
sta9,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,40.0,0.0303,30.3,100,1,-74.0,45.0,0.0442,44.16,100,3
sta10,1,-63.0,53.3333333333,0.0163,16.28,880,1,-72.0,66.6666666667,0.0396,39.56,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-73.0,66.6666666667,0.0410,40.98,880,1,-66.0,40.0,0.0191,19.11,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,66.6666666667,0.0427,42.68,960,1,-51.0,55.5555555556,0.0075,7.47,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-75.0,66.6666666667,0.0403,40.31,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-70.0,35.0,0.0335,33.53,880,4
sta14,1,-64.0,53.3333333333,0.0179,17.91,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-75.0,53.3333333333,0.0400,39.97,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,1,-75.0,66.6666666667,0.0492,49.17,960,1,-52.0,40.0,0.0064,6.44,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-38.0,55.5555555556,0.0029,2.92,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-63.0,35.0,0.0189,18.85,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-62.0,55.5555555556,0.0183,18.28,880,1,-74.0,53.3333333333,0.0344,34.35,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-70.0,53.3333333333,0.0288,28.8,880,1,-73.0,66.6666666667,0.0402,40.22,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta24,0,-100.0,100.0,1.0,100,1000,1,-75.0,66.6666666667,0.0464,46.43,880,1,-48.0,40.0,0.0049,4.9,880,0,-100.0,100.0,1.0,100,1000,3
sta1,1,-71.0,66.6666666667,0.0303,30.33,100,1,-68.0,55.5555555556,0.0275,27.49,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta2,1,-44.0,53.3333333333,0.0038,3.82,960,1,-75.0,66.6666666667,0.0479,47.85,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta3,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,35.0,0.0224,22.38,880,4
sta4,1,-72.0,66.6666666667,0.0329,32.91,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,35.0,0.0393,39.33,960,4
sta5,1,-73.0,66.6666666667,0.0347,34.66,100,1,-73.0,66.6666666667,0.0426,42.61,100,0,-100.0,100.0,1.0,100,1000,1,-75.0,35.0,0.0486,48.63,100,4
sta6,0,-100.0,100.0,1.0,100,1000,1,-37.0,55.5555555556,0.0026,2.6,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta7,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0450,45.04,960,1,-75.0,53.3333333333,0.0372,37.24,960,1,-74.0,35.0,0.0457,45.7,960,4
sta8,1,-75.0,66.6666666667,0.0425,42.47,880,1,-73.0,66.6666666667,0.0400,40.02,880,1,-76.0,40.0,0.0400,39.99,880,1,-75.0,45.0,0.0500,50.02,880,3
sta9,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,40.0,0.0308,30.77,100,1,-74.0,45.0,0.0447,44.75,100,3
sta10,1,-64.0,53.3333333333,0.0174,17.4,880,1,-72.0,66.6666666667,0.0376,37.64,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta11,0,-100.0,100.0,1.0,100,1000,1,-72.0,66.6666666667,0.0392,39.22,880,1,-67.0,40.0,0.0204,20.4,880,0,-100.0,100.0,1.0,100,1000,3
sta12,1,-75.0,66.6666666667,0.0408,40.81,960,1,-53.0,55.5555555556,0.0092,9.24,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta13,1,-75.0,66.6666666667,0.0401,40.14,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-71.0,35.0,0.0346,34.57,880,4
sta14,1,-65.0,53.3333333333,0.0185,18.5,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta15,1,-75.0,53.3333333333,0.0407,40.66,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta16,0,-100.0,100.0,1.0,100,1000,1,-75.0,66.6666666667,0.0473,47.27,960,1,-53.0,40.0,0.0071,7.12,960,0,-100.0,100.0,1.0,100,1000,3
sta18,0,-100.0,100.0,1.0,100,1000,1,-37.0,55.5555555556,0.0026,2.59,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta19,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-61.0,35.0,0.0170,16.96,100,4
sta20,0,-100.0,100.0,1.0,100,1000,1,-64.0,55.5555555556,0.0200,20.01,880,1,-73.0,53.3333333333,0.0325,32.47,880,0,-100.0,100.0,1.0,100,1000,2
sta22,1,-70.0,53.3333333333,0.0276,27.63,880,1,-72.0,66.6666666667,0.0388,38.77,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta24,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0463,46.28,880,1,-45.0,40.0,0.0040,3.97,880,0,-100.0,100.0,1.0,100,1000,3
sta1,1,-71.0,66.6666666667,0.0301,30.13,100,1,-68.0,55.5555555556,0.0279,27.87,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta2,1,-42.0,53.3333333333,0.0034,3.37,960,1,-75.0,66.6666666667,0.0478,47.77,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
sta3,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-65.0,35.0,0.0221,22.06,880,4
sta4,1,-72.0,66.6666666667,0.0335,33.53,960,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-72.0,35.0,0.0387,38.71,960,4
sta5,1,-73.0,66.6666666667,0.0350,35.0,100,1,-73.0,66.6666666667,0.0422,42.2,100,0,-100.0,100.0,1.0,100,1000,1,-75.0,35.0,0.0489,48.88,100,4
sta6,0,-100.0,100.0,1.0,100,1000,1,-40.0,55.5555555556,0.0034,3.35,100,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,2
sta7,0,-100.0,100.0,1.0,100,1000,1,-74.0,66.6666666667,0.0453,45.28,960,1,-75.0,53.3333333333,0.0371,37.1,960,1,-74.0,35.0,0.0455,45.52,960,4
sta8,1,-75.0,66.6666666667,0.0420,41.95,880,1,-73.0,66.6666666667,0.0400,40.01,880,1,-76.0,40.0,0.0405,40.51,880,1,-75.0,45.0,0.0500,50.01,880,3
sta9,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1,-73.0,40.0,0.0326,32.62,100,1,-73.0,45.0,0.0429,42.94,100,3
sta10,1,-63.0,53.3333333333,0.0163,16.28,880,1,-72.0,66.6666666667,0.0396,39.56,880,0,-100.0,100.0,1.0,100,1000,0,-100.0,100.0,1.0,100,1000,1
