0 33.8,112.9,0.0 
1 35.6,113.8,0.0 
2 37.4,114.7,0.0 
3 39.2,115.6,0.0 
4 41.0,116.5,0.0 
5 42.8,117.4,0.0 
6 44.6,118.3,0.0 
7 46.4,119.2,0.0 
8 48.2,120.1,0.0 
9 50.0,121.0,0.0 
10 51.8,121.9,0.0 
11 53.6,122.8,0.0 
12 55.4,123.7,0.0 
13 57.2,124.6,0.0 
14 59.0,125.5,0.0 
15 60.8,126.4,0.0 
16 62.6,127.3,0.0 
17 64.4,128.2,0.0 
18 66.2,129.1,0.0 
19 68.0,130.0,0.0 
20 69.8,130.9,0.0 
21 71.6,131.8,0.0 
22 73.4,132.7,0.0 
23 75.2,133.6,0.0 
24 77.0,134.5,0.0 
25 78.8,135.4,0.0 
26 80.6,136.3,0.0 
27 82.4,137.2,0.0 
28 84.2,138.1,0.0 
29 86.0,139.0,0.0 
30 87.8,139.9,0.0 
31 89.6,140.8,0.0 
32 91.4,141.7,0.0 
33 93.2,142.6,0.0 
34 95.0,143.5,0.0 
35 96.8,144.4,0.0 
36 98.6,145.3,0.0 
37 100.4,146.2,0.0 
38 102.2,147.1,0.0 
39 104.0,148.0,0.0 
40 105.8,148.9,0.0 
41 107.6,149.8,0.0 
42 109.4,150.7,0.0 
43 111.2,151.6,0.0 
44 113.0,152.5,0.0 
45 114.8,153.4,0.0 
46 116.6,154.3,0.0 
47 118.4,155.2,0.0 
48 120.2,156.1,0.0 
49 122.0,157.0,0.0 
50 123.8,157.9,0.0 
51 125.6,158.8,0.0 
52 127.4,159.7,0.0 
53 129.2,160.6,0.0 
54 131.0,161.5,0.0 
55 132.8,162.4,0.0 
56 134.6,163.3,0.0 
57 136.4,164.2,0.0 
58 138.2,165.1,0.0 
59 140.0,166.0,0.0 
