0 114.992104732,140.628252386,0.0 
1 114.968423915,141.256107954,0.0 
2 114.928972507,141.883170138,0.0 
3 114.873775425,142.509042871,0.0 
4 114.802867533,143.133330839,0.0 
5 114.716293618,143.755639728,0.0 
6 114.614108363,144.375576474,0.0 
7 114.49637631,144.992749513,0.0 
8 114.36317182,145.606769024,0.0 
9 114.214579028,146.217247179,0.0 
10 114.05069179,146.823798388,0.0 
11 113.871613619,147.426039539,0.0 
12 113.677457625,148.023590245,0.0 
13 113.468346441,148.616073079,0.0 
14 113.244412147,149.203113817,0.0 
15 113.005796184,149.784341671,0.0 
16 112.752649267,150.359389525,0.0 
17 112.485131289,150.927894166,0.0 
18 112.20341122,151.489496516,0.0 
19 111.907667001,152.043841853,0.0 
20 111.59808543,152.590580041,0.0 
21 111.274862045,153.129365749,0.0 
22 110.938201001,153.659858668,0.0 
23 110.588314941,154.181723728,0.0 
24 110.225424859,154.694631307,0.0 
25 109.849759966,155.198257442,0.0 
26 109.461557539,155.692284032,0.0 
27 109.061062775,156.176399039,0.0 
28 108.648528636,156.650296686,0.0 
29 108.224215686,157.113677648,0.0 
30 107.78839193,157.566249245,0.0 
31 107.341332645,158.007725622,0.0 
32 106.883320203,158.437827934,0.0 
33 106.414643894,158.856284518,0.0 
34 105.935599744,159.262831069,0.0 
35 105.446490327,159.657210803,0.0 
36 104.947624576,160.039174622,0.0 
37 104.439317586,160.408481268,0.0 
38 103.921890412,160.76489748,0.0 
39 103.395669874,161.108198138,0.0 
40 102.860988345,161.438166405,0.0 
41 102.318183539,161.754593867,0.0 
42 101.767598304,162.057280661,0.0 
43 101.209580402,162.346035604,0.0 
44 100.644482289,162.620676312,0.0 
45 100.072660893,162.881029316,0.0 
46 99.494477388,163.126930171,0.0 
47 98.9102969678,163.358223561,0.0 
48 98.3204886131,163.574763397,0.0 
49 97.7254248594,163.776412907,0.0 
50 97.1254815617,163.963044725,0.0 
51 96.5210376572,164.134540971,0.0 
52 95.9124749256,164.290793323,0.0 
53 95.3001777481,164.431703089,0.0 
54 94.6845328646,164.557181268,0.0 
55 94.0659291299,164.667148605,0.0 
56 93.4447572671,164.761535642,0.0 
57 92.8214096218,164.840282763,0.0 
58 92.1962799138,164.903340229,0.0 
59 91.5697629882,164.950668211,0.0 
60 90.9422545667,164.982236816,0.0 
61 90.3141509971,164.998026105,0.0 
62 89.6858490029,164.998026105,0.0 
63 89.0577454333,164.982236816,0.0 
64 88.4302370118,164.950668211,0.0 
65 87.8037200862,164.903340229,0.0 
66 87.1785903782,164.840282763,0.0 
67 86.5552427329,164.761535642,0.0 
68 85.9340708701,164.667148605,0.0 
69 85.3154671354,164.557181268,0.0 
70 84.6998222519,164.431703089,0.0 
71 84.0875250744,164.290793323,0.0 
72 83.4789623428,164.134540971,0.0 
73 82.8745184383,163.963044725,0.0 
74 82.2745751406,163.776412907,0.0 
75 81.6795113869,163.574763397,0.0 
76 81.0897030322,163.358223561,0.0 
77 80.505522612,163.126930171,0.0 
78 79.9273391072,162.881029316,0.0 
79 79.3555177109,162.620676312,0.0 
80 78.7904195977,162.346035604,0.0 
81 78.2324016959,162.057280661,0.0 
82 77.6818164613,161.754593867,0.0 
83 77.1390116555,161.438166405,0.0 
84 76.6043301255,161.108198138,0.0 
85 76.0781095878,160.76489748,0.0 
86 75.5606824144,160.408481268,0.0 
87 75.0523754236,160.039174622,0.0 
88 74.5535096727,159.657210803,0.0 
89 74.0644002563,159.262831069,0.0 
90 73.5853561062,158.856284518,0.0 
91 73.116679797,158.437827934,0.0 
92 72.6586673547,158.007725622,0.0 
93 72.2116080698,157.566249245,0.0 
94 71.7757843145,157.113677648,0.0 
95 71.3514713644,156.650296686,0.0 
96 70.9389372247,156.176399039,0.0 
97 70.5384424608,155.692284032,0.0 
98 70.1502400338,155.198257442,0.0 
99 69.7745751406,154.694631307,0.0 
100 69.4116850593,154.181723728,0.0 
101 69.0617989989,153.659858668,0.0 
102 68.7251379551,153.129365749,0.0 
103 68.4019145702,152.590580041,0.0 
104 68.0923329989,152.043841853,0.0 
105 67.7965887797,151.489496516,0.0 
106 67.5148687108,150.927894166,0.0 
107 67.2473507329,150.359389525,0.0 
108 66.9942038159,149.784341671,0.0 
109 66.7555878528,149.203113817,0.0 
110 66.5316535587,148.616073079,0.0 
111 66.3225423751,148.023590245,0.0 
112 66.1283863813,147.426039539,0.0 
113 65.9493082103,146.823798388,0.0 
114 65.7854209718,146.217247179,0.0 
115 65.6368281803,145.606769024,0.0 
116 65.5036236904,144.992749513,0.0 
117 65.3858916368,144.375576474,0.0 
118 65.2837063816,143.755639728,0.0 
119 65.1971324671,143.133330839,0.0 
120 65.1262245755,142.509042871,0.0 
121 65.0710274935,141.883170138,0.0 
122 65.0315760848,141.256107954,0.0 
123 65.0078952679,140.628252386,0.0 
124 65.0,140.0,0.0 
125 65.0078952679,139.371747614,0.0 
126 65.0315760848,138.743892046,0.0 
127 65.0710274935,138.116829862,0.0 
128 65.1262245755,137.490957129,0.0 
129 65.1971324671,136.866669161,0.0 
130 65.2837063816,136.244360272,0.0 
131 65.3858916368,135.624423526,0.0 
132 65.5036236904,135.007250487,0.0 
133 65.6368281803,134.393230976,0.0 
134 65.7854209718,133.782752821,0.0 
135 65.9493082103,133.176201612,0.0 
136 66.1283863813,132.573960461,0.0 
137 66.3225423751,131.976409755,0.0 
138 66.5316535587,131.383926921,0.0 
139 66.7555878528,130.796886183,0.0 
140 66.9942038159,130.215658329,0.0 
141 67.2473507329,129.640610475,0.0 
142 67.5148687108,129.072105834,0.0 
143 67.7965887797,128.510503484,0.0 
144 68.0923329989,127.956158147,0.0 
145 68.4019145702,127.409419959,0.0 
146 68.7251379551,126.870634251,0.0 
147 69.0617989989,126.340141332,0.0 
148 69.4116850593,125.818276272,0.0 
149 69.7745751406,125.305368693,0.0 
150 70.1502400338,124.801742558,0.0 
151 70.5384424608,124.307715968,0.0 
152 70.9389372247,123.823600961,0.0 
153 71.3514713644,123.349703314,0.0 
154 71.7757843145,122.886322352,0.0 
155 72.2116080698,122.433750755,0.0 
156 72.6586673547,121.992274378,0.0 
157 73.116679797,121.562172066,0.0 
158 73.5853561062,121.143715482,0.0 
159 74.0644002563,120.737168931,0.0 
160 74.5535096727,120.342789197,0.0 
161 75.0523754236,119.960825378,0.0 
162 75.5606824144,119.591518732,0.0 
163 76.0781095878,119.23510252,0.0 
164 76.6043301255,118.891801862,0.0 
165 77.1390116555,118.561833595,0.0 
166 77.6818164613,118.245406133,0.0 
167 78.2324016959,117.942719339,0.0 
168 78.7904195977,117.653964396,0.0 
169 79.3555177109,117.379323688,0.0 
170 79.9273391072,117.118970684,0.0 
171 80.505522612,116.873069829,0.0 
172 81.0897030322,116.641776439,0.0 
173 81.6795113869,116.425236603,0.0 
174 82.2745751406,116.223587093,0.0 
175 82.8745184383,116.036955275,0.0 
176 83.4789623428,115.865459029,0.0 
177 84.0875250744,115.709206677,0.0 
178 84.6998222519,115.568296911,0.0 
179 85.3154671354,115.442818732,0.0 
180 85.9340708701,115.332851395,0.0 
181 86.5552427329,115.238464358,0.0 
182 87.1785903782,115.159717237,0.0 
183 87.8037200862,115.096659771,0.0 
184 88.4302370118,115.049331789,0.0 
185 89.0577454333,115.017763184,0.0 
186 89.6858490029,115.001973895,0.0 
187 90.3141509971,115.001973895,0.0 
188 90.9422545667,115.017763184,0.0 
189 91.5697629882,115.049331789,0.0 
190 92.1962799138,115.096659771,0.0 
191 92.8214096218,115.159717237,0.0 
192 93.4447572671,115.238464358,0.0 
193 94.0659291299,115.332851395,0.0 
