0 119.983246912,151.00244931,0.0
1 119.933006359,152.003779012,0.0
2 119.849334453,153.002870749,0.0
3 119.732324645,153.998608661,0.0
4 119.58210762,154.989880637,0.0
5 119.398851151,155.975579553,0.0
6 119.182759913,156.954604508,0.0
7 118.934075252,157.925862056,0.0
8 118.653074916,158.888267427,0.0
9 118.340072748,159.840745735,0.0
10 117.995418331,160.782233185,0.0
11 117.6194966,161.711678255,0.0
12 117.212727412,162.628042873,0.0
13 116.775565076,163.530303576,0.0
14 116.308497846,164.417452656,0.0
15 115.812047378,165.288499278,0.0
16 115.286768143,166.142470595,0.0
17 114.73324681,166.97841283,0.0
18 114.152101594,167.795392342,0.0
19 113.543981558,168.592496669,0.0
20 112.909565896,169.368835547,0.0
21 112.249563169,170.123541904,0.0
22 111.564710516,170.85577283,0.0
23 110.85577283,171.564710516,0.0
24 110.123541904,172.249563169,0.0
25 109.368835547,172.909565896,0.0
26 108.592496669,173.543981558,0.0
27 107.795392342,174.152101594,0.0
28 106.97841283,174.73324681,0.0
29 106.142470595,175.286768143,0.0
30 105.288499278,175.812047378,0.0
31 104.417452656,176.308497846,0.0
32 103.530303576,176.775565076,0.0
33 102.628042873,177.212727412,0.0
34 101.711678255,177.6194966,0.0
35 100.782233185,177.995418331,0.0
36 99.8407457352,178.340072748,0.0
37 98.8882674266,178.653074916,0.0
38 97.9258620561,178.934075252,0.0
39 96.954604508,179.182759913,0.0
40 95.9755795531,179.398851151,0.0
41 94.9898806375,179.58210762,0.0
42 93.9986086612,179.732324645,0.0
43 93.0028707487,179.849334453,0.0
44 92.0037790124,179.933006359,0.0
45 91.0024493102,179.983246912,0.0
46 90.0,180.0,0.0
47 88.9975506898,179.983246912,0.0
48 87.9962209876,179.933006359,0.0
49 86.9971292513,179.849334453,0.0
50 86.0013913388,179.732324645,0.0
51 85.0101193625,179.58210762,0.0
52 84.0244204469,179.398851151,0.0
53 83.045395492,179.182759913,0.0
54 82.0741379439,178.934075252,0.0
55 81.1117325734,178.653074916,0.0
56 80.1592542648,178.340072748,0.0
57 79.2177668149,177.995418331,0.0
58 78.2883217451,177.6194966,0.0
59 77.3719571271,177.212727412,0.0
60 76.4696964235,176.775565076,0.0
61 75.5825473444,176.308497846,0.0
62 74.7115007222,175.812047378,0.0
63 73.8575294051,175.286768143,0.0
64 73.0215871701,174.73324681,0.0
65 72.2046076581,174.152101594,0.0
66 71.4075033312,173.543981558,0.0
67 70.6311644532,172.909565896,0.0
68 69.8764580958,172.249563169,0.0
69 69.1442271698,171.564710516,0.0
70 68.4352894837,170.85577283,0.0
71 67.7504368306,170.123541904,0.0
72 67.0904341036,169.368835547,0.0
73 66.4560184416,168.592496669,0.0
74 65.8478984062,167.795392342,0.0
75 65.2667531897,166.97841283,0.0
76 64.7132318575,166.142470595,0.0
77 64.1879526222,165.288499278,0.0
78 63.6915021538,164.417452656,0.0
79 63.2244349242,163.530303576,0.0
80 62.787272588,162.628042873,0.0
81 62.3805033997,161.711678255,0.0
82 62.0045816688,160.782233185,0.0
83 61.6599272518,159.840745735,0.0
84 61.3469250838,158.888267427,0.0
85 61.0659247484,157.925862056,0.0
86 60.817240087,156.954604508,0.0
87 60.6011488489,155.975579553,0.0
88 60.4178923803,154.989880637,0.0
89 60.2676753554,153.998608661,0.0
90 60.1506655473,153.002870749,0.0
91 60.0669936413,152.003779012,0.0
92 60.0167530881,151.00244931,0.0
93 60.0,150.0,0.0
94 60.0167530881,148.99755069,0.0
95 60.0669936413,147.996220988,0.0
96 60.1506655473,146.997129251,0.0
97 60.2676753554,146.001391339,0.0
98 60.4178923803,145.010119363,0.0
99 60.6011488489,144.024420447,0.0
100 60.817240087,143.045395492,0.0
101 61.0659247484,142.074137944,0.0
102 61.3469250838,141.111732573,0.0
103 61.6599272518,140.159254265,0.0
104 62.0045816688,139.217766815,0.0
105 62.3805033997,138.288321745,0.0
106 62.787272588,137.371957127,0.0
107 63.2244349242,136.469696424,0.0
108 63.6915021538,135.582547344,0.0
109 64.1879526222,134.711500722,0.0
110 64.7132318575,133.857529405,0.0
111 65.2667531897,133.02158717,0.0
112 65.8478984062,132.204607658,0.0
113 66.4560184416,131.407503331,0.0
114 67.0904341036,130.631164453,0.0
115 67.7504368306,129.876458096,0.0
116 68.4352894837,129.14422717,0.0
117 69.1442271698,128.435289484,0.0
118 69.8764580958,127.750436831,0.0
119 70.6311644532,127.090434104,0.0
120 71.4075033312,126.456018442,0.0
121 72.2046076581,125.847898406,0.0
122 73.0215871701,125.26675319,0.0
123 73.8575294051,124.713231857,0.0
124 74.7115007222,124.187952622,0.0
125 75.5825473444,123.691502154,0.0
126 76.4696964235,123.224434924,0.0
127 77.3719571271,122.787272588,0.0
128 78.2883217451,122.3805034,0.0
129 79.2177668149,122.004581669,0.0
130 80.1592542648,121.659927252,0.0
131 81.1117325734,121.346925084,0.0
132 82.0741379439,121.065924748,0.0
133 83.045395492,120.817240087,0.0
134 84.0244204469,120.601148849,0.0
135 85.0101193625,120.41789238,0.0
136 86.0013913388,120.267675355,0.0
137 86.9971292513,120.150665547,0.0
138 87.9962209876,120.066993641,0.0
139 88.9975506898,120.016753088,0.0
140 90.0,120.0,0.0
141 91.0024493102,120.016753088,0.0
142 92.0037790124,120.066993641,0.0
143 93.0028707487,120.150665547,0.0
144 93.9986086612,120.267675355,0.0
145 94.9898806375,120.41789238,0.0
146 95.9755795531,120.601148849,0.0
147 96.954604508,120.817240087,0.0
148 97.9258620561,121.065924748,0.0
149 98.8882674266,121.346925084,0.0
150 99.8407457352,121.659927252,0.0
151 100.782233185,122.004581669,0.0
152 101.711678255,122.3805034,0.0
153 102.628042873,122.787272588,0.0
154 103.530303576,123.224434924,0.0
155 104.417452656,123.691502154,0.0
156 105.288499278,124.187952622,0.0
157 106.142470595,124.713231857,0.0
158 106.97841283,125.26675319,0.0
159 107.795392342,125.847898406,0.0
160 108.592496669,126.456018442,0.0
161 109.368835547,127.090434104,0.0
162 110.123541904,127.750436831,0.0
163 110.85577283,128.435289484,0.0
164 111.564710516,129.14422717,0.0
165 112.249563169,129.876458096,0.0
166 112.909565896,130.631164453,0.0
167 113.543981558,131.407503331,0.0
168 114.152101594,132.204607658,0.0
169 114.73324681,133.02158717,0.0
170 115.286768143,133.857529405,0.0
171 115.812047378,134.711500722,0.0
172 116.308497846,135.582547344,0.0
173 116.775565076,136.469696424,0.0
174 117.212727412,137.371957127,0.0
175 117.6194966,138.288321745,0.0
176 117.995418331,139.217766815,0.0
177 118.340072748,140.159254265,0.0
178 118.653074916,141.111732573,0.0
179 118.934075252,142.074137944,0.0
180 119.182759913,143.045395492,0.0
181 119.398851151,144.024420447,0.0
182 119.58210762,145.010119363,0.0
183 119.732324645,146.001391339,0.0
184 119.849334453,146.997129251,0.0
185 119.933006359,147.996220988,0.0
186 119.983246912,148.99755069,0.0
187 120.0,150.0,0.0
