station,associatedTo,battery,rssi,position
sta4,ap4,100,-75.0,(45.75, 104.31, 0.0)
sta5,ap1,100,-59.0,(44.8, 160.0, 0.0)
sta6,ap1,100,-59.0,(44.8, 160.0, 0.0)
sta7,ap1,100,-59.0,(44.8, 160.0, 0.0)
sta8,ap1,100,-59.0,(44.8, 160.0, 0.0)
sta1,ap4,100,-75.0,(46.23, 104.67, 0.0)
sta2,ap4,100,-75.0,(46.23, 104.67, 0.0)
sta3,ap4,100,-75.0,(46.23, 104.67, 0.0)
sta4,ap4,100,-75.0,(46.23, 104.67, 0.0)
sta5,ap1,100,-58.0,(45.2, 160.0, 0.0)
sta6,ap1,100,-58.0,(45.2, 160.0, 0.0)
sta7,ap1,100,-58.0,(45.2, 160.0, 0.0)
sta8,ap1,100,-58.0,(45.2, 160.0, 0.0)
sta1,ap4,100,-75.0,(46.71, 105.03, 0.0)
sta2,ap4,100,-75.0,(46.71, 105.03, 0.0)
sta3,ap4,100,-75.0,(46.71, 105.03, 0.0)
sta4,ap4,100,-75.0,(46.71, 105.03, 0.0)
sta5,ap1,100,-58.0,(45.6, 160.0, 0.0)
sta6,ap1,100,-58.0,(45.6, 160.0, 0.0)
sta7,ap1,100,-58.0,(45.6, 160.0, 0.0)
sta8,ap1,100,-58.0,(45.6, 160.0, 0.0)
sta1,ap4,100,-75.0,(47.19, 105.39, 0.0)
sta2,ap4,100,-75.0,(47.19, 105.39, 0.0)
sta3,ap4,100,-75.0,(47.19, 105.39, 0.0)
sta4,ap4,100,-75.0,(47.19, 105.39, 0.0)
sta5,ap1,100,-58.0,(46.0, 160.0, 0.0)
sta6,ap1,100,-58.0,(46.0, 160.0, 0.0)
sta7,ap1,100,-58.0,(46.0, 160.0, 0.0)
sta8,ap1,100,-58.0,(46.0, 160.0, 0.0)
sta1,ap4,100,-74.0,(47.66, 105.75, 0.0)
sta2,ap4,100,-74.0,(47.66, 105.75, 0.0)
sta3,ap4,100,-74.0,(47.66, 105.75, 0.0)
sta4,ap4,100,-74.0,(47.66, 105.75, 0.0)
sta5,ap1,100,-58.0,(46.4, 160.0, 0.0)
sta6,ap1,100,-58.0,(46.4, 160.0, 0.0)
sta7,ap1,100,-58.0,(46.4, 160.0, 0.0)
sta8,ap1,100,-58.0,(46.4, 160.0, 0.0)
sta1,ap4,100,-74.0,(48.14, 106.11, 0.0)
sta2,ap4,100,-74.0,(48.14, 106.11, 0.0)
sta3,ap4,100,-74.0,(48.14, 106.11, 0.0)
sta4,ap4,100,-74.0,(48.14, 106.11, 0.0)
sta5,ap1,100,-58.0,(46.8, 160.0, 0.0)
sta6,ap1,100,-58.0,(46.8, 160.0, 0.0)
sta7,ap1,100,-58.0,(46.8, 160.0, 0.0)
sta8,ap1,100,-58.0,(46.8, 160.0, 0.0)
sta1,ap4,100,-74.0,(48.62, 106.47, 0.0)
sta2,ap4,100,-74.0,(48.62, 106.47, 0.0)
sta3,ap4,100,-74.0,(48.62, 106.47, 0.0)
sta4,ap4,100,-74.0,(48.62, 106.47, 0.0)
sta5,ap1,100,-57.0,(47.2, 160.0, 0.0)
sta6,ap1,100,-57.0,(47.2, 160.0, 0.0)
sta7,ap1,100,-57.0,(47.2, 160.0, 0.0)
sta8,ap1,100,-57.0,(47.2, 160.0, 0.0)
sta1,ap4,100,-74.0,(49.1, 106.83, 0.0)
sta2,ap4,100,-74.0,(49.1, 106.83, 0.0)
sta3,ap4,100,-74.0,(49.1, 106.83, 0.0)
sta4,ap4,100,-74.0,(49.1, 106.83, 0.0)
sta5,ap1,100,-57.0,(47.6, 160.0, 0.0)
sta6,ap1,100,-57.0,(47.6, 160.0, 0.0)
sta7,ap1,100,-57.0,(47.6, 160.0, 0.0)
sta8,ap1,100,-57.0,(47.6, 160.0, 0.0)
sta1,ap4,100,-74.0,(49.58, 107.19, 0.0)
sta2,ap4,100,-74.0,(49.58, 107.19, 0.0)
sta3,ap4,100,-74.0,(49.58, 107.19, 0.0)
sta4,ap4,100,-74.0,(49.58, 107.19, 0.0)
sta5,ap1,100,-57.0,(48.0, 160.0, 0.0)
sta6,ap1,100,-57.0,(48.0, 160.0, 0.0)
sta7,ap1,100,-57.0,(48.0, 160.0, 0.0)
sta8,ap1,100,-57.0,(48.0, 160.0, 0.0)
sta1,ap4,100,-74.0,(50.06, 107.54, 0.0)
sta2,ap4,100,-74.0,(50.06, 107.54, 0.0)
sta3,ap4,100,-74.0,(50.06, 107.54, 0.0)
sta4,ap4,100,-74.0,(50.06, 107.54, 0.0)
sta5,ap1,100,-57.0,(48.4, 160.0, 0.0)
sta6,ap1,100,-57.0,(48.4, 160.0, 0.0)
sta7,ap1,100,-57.0,(48.4, 160.0, 0.0)
sta8,ap1,100,-57.0,(48.4, 160.0, 0.0)
sta1,ap4,100,-74.0,(50.54, 107.9, 0.0)
sta2,ap4,100,-74.0,(50.54, 107.9, 0.0)
sta3,ap4,100,-74.0,(50.54, 107.9, 0.0)
sta4,ap4,100,-74.0,(50.54, 107.9, 0.0)
sta5,ap1,100,-57.0,(48.8, 160.0, 0.0)
sta6,ap1,100,-57.0,(48.8, 160.0, 0.0)
sta7,ap1,100,-57.0,(48.8, 160.0, 0.0)
sta8,ap1,100,-57.0,(48.8, 160.0, 0.0)
sta1,ap4,100,-74.0,(51.02, 108.26, 0.0)
sta2,ap4,100,-74.0,(51.02, 108.26, 0.0)
sta3,ap4,100,-74.0,(51.02, 108.26, 0.0)
sta4,ap4,100,-74.0,(51.02, 108.26, 0.0)
sta5,ap1,100,-57.0,(49.2, 160.0, 0.0)
sta6,ap1,100,-57.0,(49.2, 160.0, 0.0)
sta7,ap1,100,-57.0,(49.2, 160.0, 0.0)
sta8,ap1,100,-57.0,(49.2, 160.0, 0.0)
sta1,ap4,100,-74.0,(51.5, 108.62, 0.0)
sta2,ap4,100,-74.0,(51.5, 108.62, 0.0)
sta3,ap4,100,-74.0,(51.5, 108.62, 0.0)
sta4,ap4,100,-74.0,(51.5, 108.62, 0.0)
sta5,ap1,100,-57.0,(49.6, 160.0, 0.0)
sta6,ap1,100,-57.0,(49.6, 160.0, 0.0)
sta7,ap1,100,-57.0,(49.6, 160.0, 0.0)
sta8,ap1,100,-57.0,(49.6, 160.0, 0.0)
sta1,ap4,100,-74.0,(51.98, 108.98, 0.0)
sta2,ap4,100,-74.0,(51.98, 108.98, 0.0)
sta3,ap4,100,-74.0,(51.98, 108.98, 0.0)
sta4,ap4,100,-74.0,(51.98, 108.98, 0.0)
sta5,ap1,100,-57.0,(50.0, 160.0, 0.0)
sta6,ap1,100,-57.0,(50.0, 160.0, 0.0)
sta7,ap1,100,-57.0,(50.0, 160.0, 0.0)
sta8,ap1,100,-57.0,(50.0, 160.0, 0.0)
sta1,ap4,100,-74.0,(52.46, 109.34, 0.0)
sta2,ap4,100,-74.0,(52.46, 109.34, 0.0)
sta3,ap4,100,-74.0,(52.46, 109.34, 0.0)
sta4,ap4,100,-74.0,(52.46, 109.34, 0.0)
sta5,ap1,100,-57.0,(50.4, 160.0, 0.0)
sta6,ap1,100,-57.0,(50.4, 160.0, 0.0)
sta7,ap1,100,-57.0,(50.4, 160.0, 0.0)
sta8,ap1,100,-57.0,(50.4, 160.0, 0.0)
sta1,ap4,100,-73.0,(52.93, 109.7, 0.0)
sta2,ap4,100,-73.0,(52.93, 109.7, 0.0)
sta3,ap4,100,-73.0,(52.93, 109.7, 0.0)
sta4,ap4,100,-73.0,(52.93, 109.7, 0.0)
sta5,ap1,100,-57.0,(50.8, 160.0, 0.0)
sta6,ap1,100,-57.0,(50.8, 160.0, 0.0)
sta7,ap1,100,-57.0,(50.8, 160.0, 0.0)
sta8,ap1,100,-57.0,(50.8, 160.0, 0.0)
sta1,ap4,100,-73.0,(53.41, 110.06, 0.0)
sta2,ap4,100,-73.0,(53.41, 110.06, 0.0)
sta3,ap4,100,-73.0,(53.41, 110.06, 0.0)
sta4,ap4,100,-73.0,(53.41, 110.06, 0.0)
sta5,ap1,100,-57.0,(51.2, 160.0, 0.0)
sta6,ap1,100,-57.0,(51.2, 160.0, 0.0)
sta7,ap1,100,-57.0,(51.2, 160.0, 0.0)
sta8,ap1,100,-57.0,(51.2, 160.0, 0.0)
sta1,ap4,100,-73.0,(53.89, 110.42, 0.0)
sta2,ap4,100,-73.0,(53.89, 110.42, 0.0)
sta3,ap4,100,-73.0,(53.89, 110.42, 0.0)
sta4,ap4,100,-73.0,(53.89, 110.42, 0.0)
sta5,ap1,100,-57.0,(51.6, 160.0, 0.0)
sta6,ap1,100,-57.0,(51.6, 160.0, 0.0)
sta7,ap1,100,-57.0,(51.6, 160.0, 0.0)
sta8,ap1,100,-57.0,(51.6, 160.0, 0.0)
sta1,ap4,100,-73.0,(54.37, 110.78, 0.0)
sta2,ap4,100,-73.0,(54.37, 110.78, 0.0)
sta3,ap4,100,-73.0,(54.37, 110.78, 0.0)
sta4,ap4,100,-73.0,(54.37, 110.78, 0.0)
sta5,ap1,100,-57.0,(52.0, 160.0, 0.0)
sta6,ap1,100,-57.0,(52.0, 160.0, 0.0)
sta7,ap1,100,-57.0,(52.0, 160.0, 0.0)
sta8,ap1,100,-57.0,(52.0, 160.0, 0.0)
sta1,ap4,100,-73.0,(54.85, 111.14, 0.0)
sta2,ap4,100,-73.0,(54.85, 111.14, 0.0)
sta3,ap4,100,-73.0,(54.85, 111.14, 0.0)
sta4,ap4,100,-73.0,(54.85, 111.14, 0.0)
sta5,ap1,100,-57.0,(52.4, 160.0, 0.0)
sta6,ap1,100,-57.0,(52.4, 160.0, 0.0)
sta7,ap1,100,-57.0,(52.4, 160.0, 0.0)
sta8,ap1,100,-57.0,(52.4, 160.0, 0.0)
sta1,ap4,100,-73.0,(55.33, 111.5, 0.0)
sta2,ap4,100,-73.0,(55.33, 111.5, 0.0)
sta3,ap4,100,-73.0,(55.33, 111.5, 0.0)
sta4,ap4,100,-73.0,(55.33, 111.5, 0.0)
sta5,ap1,100,-57.0,(52.8, 160.0, 0.0)
sta6,ap1,100,-57.0,(52.8, 160.0, 0.0)
sta7,ap1,100,-57.0,(52.8, 160.0, 0.0)
sta8,ap1,100,-57.0,(52.8, 160.0, 0.0)
sta1,ap4,100,-73.0,(55.81, 111.86, 0.0)
sta2,ap4,100,-73.0,(55.81, 111.86, 0.0)
sta3,ap4,100,-73.0,(55.81, 111.86, 0.0)
sta4,ap4,100,-73.0,(55.81, 111.86, 0.0)
sta5,ap1,100,-57.0,(53.2, 160.0, 0.0)
sta6,ap1,100,-57.0,(53.2, 160.0, 0.0)
sta7,ap1,100,-57.0,(53.2, 160.0, 0.0)
sta8,ap1,100,-57.0,(53.2, 160.0, 0.0)
sta1,ap4,100,-73.0,(56.29, 112.22, 0.0)
sta2,ap4,100,-73.0,(56.29, 112.22, 0.0)
sta3,ap4,100,-73.0,(56.29, 112.22, 0.0)
sta4,ap4,100,-73.0,(56.29, 112.22, 0.0)
sta5,ap1,100,-57.0,(53.6, 160.0, 0.0)
sta6,ap1,100,-57.0,(53.6, 160.0, 0.0)
sta7,ap1,100,-57.0,(53.6, 160.0, 0.0)
sta8,ap1,100,-57.0,(53.6, 160.0, 0.0)
sta1,ap4,100,-73.0,(56.77, 112.57, 0.0)
sta2,ap4,100,-73.0,(56.77, 112.57, 0.0)
sta3,ap4,100,-73.0,(56.77, 112.57, 0.0)
sta4,ap4,100,-73.0,(56.77, 112.57, 0.0)
sta5,ap1,100,-57.0,(54.0, 160.0, 0.0)
sta6,ap1,100,-57.0,(54.0, 160.0, 0.0)
sta7,ap1,100,-57.0,(54.0, 160.0, 0.0)
sta8,ap1,100,-57.0,(54.0, 160.0, 0.0)
sta1,ap4,100,-73.0,(57.25, 112.93, 0.0)
sta2,ap4,100,-73.0,(57.25, 112.93, 0.0)
sta3,ap4,100,-73.0,(57.25, 112.93, 0.0)
sta4,ap4,100,-73.0,(57.25, 112.93, 0.0)
sta5,ap1,100,-57.0,(54.4, 160.0, 0.0)
sta6,ap1,100,-57.0,(54.4, 160.0, 0.0)
sta7,ap1,100,-57.0,(54.4, 160.0, 0.0)
sta8,ap1,100,-57.0,(54.4, 160.0, 0.0)
sta1,ap4,100,-73.0,(57.72, 113.29, 0.0)
sta2,ap4,100,-73.0,(57.72, 113.29, 0.0)
sta3,ap4,100,-73.0,(57.72, 113.29, 0.0)
sta4,ap4,100,-73.0,(57.72, 113.29, 0.0)
sta5,ap1,100,-57.0,(54.8, 160.0, 0.0)
sta6,ap1,100,-57.0,(54.8, 160.0, 0.0)
sta7,ap1,100,-57.0,(54.8, 160.0, 0.0)
sta8,ap1,100,-57.0,(54.8, 160.0, 0.0)
sta1,ap4,100,-73.0,(58.2, 113.65, 0.0)
sta2,ap4,100,-73.0,(58.2, 113.65, 0.0)
sta3,ap4,100,-73.0,(58.2, 113.65, 0.0)
sta4,ap4,100,-73.0,(58.2, 113.65, 0.0)
sta5,ap1,100,-58.0,(55.2, 160.0, 0.0)
sta6,ap1,100,-58.0,(55.2, 160.0, 0.0)
sta7,ap1,100,-58.0,(55.2, 160.0, 0.0)
sta8,ap1,100,-58.0,(55.2, 160.0, 0.0)
sta1,ap4,100,-73.0,(58.68, 114.01, 0.0)
sta2,ap4,100,-73.0,(58.68, 114.01, 0.0)
sta3,ap4,100,-73.0,(58.68, 114.01, 0.0)
sta4,ap4,100,-73.0,(58.68, 114.01, 0.0)
sta5,ap1,100,-58.0,(55.6, 160.0, 0.0)
sta6,ap1,100,-58.0,(55.6, 160.0, 0.0)
sta7,ap1,100,-58.0,(55.6, 160.0, 0.0)
sta8,ap1,100,-58.0,(55.6, 160.0, 0.0)
sta1,ap4,100,-73.0,(59.16, 114.37, 0.0)
sta2,ap4,100,-73.0,(59.16, 114.37, 0.0)
sta3,ap4,100,-73.0,(59.16, 114.37, 0.0)
sta4,ap4,100,-73.0,(59.16, 114.37, 0.0)
sta5,ap1,100,-58.0,(56.0, 160.0, 0.0)
sta6,ap1,100,-58.0,(56.0, 160.0, 0.0)
sta7,ap1,100,-58.0,(56.0, 160.0, 0.0)
sta8,ap1,100,-58.0,(56.0, 160.0, 0.0)
sta1,ap4,100,-73.0,(59.64, 114.73, 0.0)
sta2,ap4,100,-73.0,(59.64, 114.73, 0.0)
sta3,ap4,100,-73.0,(59.64, 114.73, 0.0)
sta4,ap4,100,-73.0,(59.64, 114.73, 0.0)
sta5,ap1,100,-58.0,(56.4, 160.0, 0.0)
sta6,ap1,100,-58.0,(56.4, 160.0, 0.0)
sta7,ap1,100,-58.0,(56.4, 160.0, 0.0)
sta8,ap1,100,-58.0,(56.4, 160.0, 0.0)
sta1,ap4,100,-72.0,(60.12, 115.09, 0.0)
sta2,ap4,100,-72.0,(60.12, 115.09, 0.0)
sta3,ap4,100,-72.0,(60.12, 115.09, 0.0)
sta4,ap4,100,-72.0,(60.12, 115.09, 0.0)
sta5,ap1,100,-58.0,(56.8, 160.0, 0.0)
sta6,ap1,100,-58.0,(56.8, 160.0, 0.0)
sta7,ap1,100,-58.0,(56.8, 160.0, 0.0)
sta8,ap1,100,-58.0,(56.8, 160.0, 0.0)
sta1,ap4,100,-72.0,(60.6, 115.45, 0.0)
sta2,ap4,100,-72.0,(60.6, 115.45, 0.0)
sta3,ap4,100,-72.0,(60.6, 115.45, 0.0)
sta4,ap4,100,-72.0,(60.6, 115.45, 0.0)
sta5,ap1,100,-59.0,(57.2, 160.0, 0.0)
sta6,ap1,100,-59.0,(57.2, 160.0, 0.0)
sta7,ap1,100,-59.0,(57.2, 160.0, 0.0)
sta8,ap1,100,-59.0,(57.2, 160.0, 0.0)
sta1,ap4,100,-72.0,(61.08, 115.81, 0.0)
sta2,ap4,100,-72.0,(61.08, 115.81, 0.0)
sta3,ap4,100,-72.0,(61.08, 115.81, 0.0)
sta4,ap4,100,-72.0,(61.08, 115.81, 0.0)
sta5,ap1,100,-59.0,(57.6, 160.0, 0.0)
sta6,ap1,100,-59.0,(57.6, 160.0, 0.0)
sta7,ap1,100,-59.0,(57.6, 160.0, 0.0)
sta8,ap1,100,-59.0,(57.6, 160.0, 0.0)
sta1,ap4,100,-72.0,(61.56, 116.17, 0.0)
sta2,ap4,100,-72.0,(61.56, 116.17, 0.0)
sta3,ap4,100,-72.0,(61.56, 116.17, 0.0)
sta4,ap4,100,-72.0,(61.56, 116.17, 0.0)
sta5,ap1,100,-59.0,(58.0, 160.0, 0.0)
sta6,ap1,100,-59.0,(58.0, 160.0, 0.0)
sta7,ap1,100,-59.0,(58.0, 160.0, 0.0)
sta8,ap1,100,-59.0,(58.0, 160.0, 0.0)
sta1,ap4,100,-72.0,(62.04, 116.53, 0.0)
sta2,ap4,100,-72.0,(62.04, 116.53, 0.0)
sta3,ap4,100,-72.0,(62.04, 116.53, 0.0)
sta4,ap4,100,-72.0,(62.04, 116.53, 0.0)
sta5,ap1,100,-59.0,(58.4, 160.0, 0.0)
sta6,ap1,100,-59.0,(58.4, 160.0, 0.0)
sta7,ap1,100,-59.0,(58.4, 160.0, 0.0)
sta8,ap1,100,-59.0,(58.4, 160.0, 0.0)
sta1,ap4,100,-72.0,(62.51, 116.89, 0.0)
sta2,ap4,100,-72.0,(62.51, 116.89, 0.0)
sta3,ap4,100,-72.0,(62.51, 116.89, 0.0)
sta4,ap4,100,-72.0,(62.51, 116.89, 0.0)
sta5,ap1,100,-60.0,(58.8, 160.0, 0.0)
sta6,ap1,100,-60.0,(58.8, 160.0, 0.0)
sta7,ap1,100,-60.0,(58.8, 160.0, 0.0)
sta8,ap1,100,-60.0,(58.8, 160.0, 0.0)
sta1,ap4,100,-72.0,(62.99, 117.25, 0.0)
sta2,ap4,100,-72.0,(62.99, 117.25, 0.0)
sta3,ap4,100,-72.0,(62.99, 117.25, 0.0)
sta4,ap4,100,-72.0,(62.99, 117.25, 0.0)
sta5,ap1,100,-60.0,(59.2, 160.0, 0.0)
sta6,ap1,100,-60.0,(59.2, 160.0, 0.0)
sta7,ap1,100,-60.0,(59.2, 160.0, 0.0)
sta8,ap1,100,-60.0,(59.2, 160.0, 0.0)
sta1,ap4,100,-72.0,(63.47, 117.6, 0.0)
sta2,ap4,100,-72.0,(63.47, 117.6, 0.0)
sta3,ap4,100,-72.0,(63.47, 117.6, 0.0)
sta4,ap4,100,-72.0,(63.47, 117.6, 0.0)
sta5,ap1,100,-60.0,(59.6, 160.0, 0.0)
sta6,ap1,100,-60.0,(59.6, 160.0, 0.0)
sta7,ap1,100,-60.0,(59.6, 160.0, 0.0)
sta8,ap1,100,-60.0,(59.6, 160.0, 0.0)
sta1,ap4,100,-72.0,(63.95, 117.96, 0.0)
sta2,ap4,100,-72.0,(63.95, 117.96, 0.0)
sta3,ap4,100,-72.0,(63.95, 117.96, 0.0)
sta4,ap4,100,-72.0,(63.95, 117.96, 0.0)
sta5,ap1,100,-60.0,(60.0, 160.0, 0.0)
sta6,ap1,100,-60.0,(60.0, 160.0, 0.0)
sta7,ap1,100,-60.0,(60.0, 160.0, 0.0)
sta8,ap1,100,-60.0,(60.0, 160.0, 0.0)
sta1,ap4,100,-72.0,(64.43, 118.32, 0.0)
sta2,ap4,100,-72.0,(64.43, 118.32, 0.0)
sta3,ap4,100,-72.0,(64.43, 118.32, 0.0)
sta4,ap4,100,-72.0,(64.43, 118.32, 0.0)
sta5,ap1,100,-61.0,(60.4, 160.0, 0.0)
sta6,ap1,100,-61.0,(60.4, 160.0, 0.0)
sta7,ap1,100,-61.0,(60.4, 160.0, 0.0)
sta8,ap1,100,-61.0,(60.4, 160.0, 0.0)
sta1,ap4,100,-72.0,(64.91, 118.68, 0.0)
sta2,ap4,100,-72.0,(64.91, 118.68, 0.0)
sta3,ap4,100,-72.0,(64.91, 118.68, 0.0)
sta4,ap4,100,-72.0,(64.91, 118.68, 0.0)
sta5,ap1,100,-61.0,(60.8, 160.0, 0.0)
sta6,ap1,100,-61.0,(60.8, 160.0, 0.0)
sta7,ap1,100,-61.0,(60.8, 160.0, 0.0)
sta8,ap1,100,-61.0,(60.8, 160.0, 0.0)
sta1,ap4,100,-72.0,(65.39, 119.04, 0.0)
sta2,ap4,100,-72.0,(65.39, 119.04, 0.0)
sta3,ap4,100,-72.0,(65.39, 119.04, 0.0)
sta4,ap4,100,-72.0,(65.39, 119.04, 0.0)
sta5,ap1,100,-61.0,(61.2, 160.0, 0.0)
sta6,ap1,100,-61.0,(61.2, 160.0, 0.0)
sta7,ap1,100,-61.0,(61.2, 160.0, 0.0)
sta8,ap1,100,-61.0,(61.2, 160.0, 0.0)
sta1,ap4,100,-72.0,(65.87, 119.4, 0.0)
sta2,ap4,100,-72.0,(65.87, 119.4, 0.0)
sta3,ap4,100,-72.0,(65.87, 119.4, 0.0)
sta4,ap4,100,-72.0,(65.87, 119.4, 0.0)
sta5,ap1,100,-61.0,(61.6, 160.0, 0.0)
sta6,ap1,100,-61.0,(61.6, 160.0, 0.0)
sta7,ap1,100,-61.0,(61.6, 160.0, 0.0)
sta8,ap1,100,-61.0,(61.6, 160.0, 0.0)
sta1,ap4,100,-72.0,(66.35, 119.76, 0.0)
sta2,ap4,100,-72.0,(66.35, 119.76, 0.0)
sta3,ap4,100,-72.0,(66.35, 119.76, 0.0)
sta4,ap4,100,-72.0,(66.35, 119.76, 0.0)
sta5,ap1,100,-62.0,(62.0, 160.0, 0.0)
sta6,ap1,100,-62.0,(62.0, 160.0, 0.0)
sta7,ap1,100,-62.0,(62.0, 160.0, 0.0)
sta8,ap1,100,-62.0,(62.0, 160.0, 0.0)
sta1,ap4,100,-72.0,(66.83, 120.12, 0.0)
sta2,ap4,100,-72.0,(66.83, 120.12, 0.0)
sta3,ap4,100,-72.0,(66.83, 120.12, 0.0)
sta4,ap4,100,-72.0,(66.83, 120.12, 0.0)
sta5,ap1,100,-62.0,(62.4, 160.0, 0.0)
sta6,ap1,100,-62.0,(62.4, 160.0, 0.0)
sta7,ap1,100,-62.0,(62.4, 160.0, 0.0)
sta8,ap1,100,-62.0,(62.4, 160.0, 0.0)
sta1,ap4,100,-72.0,(67.31, 120.48, 0.0)
sta2,ap4,100,-72.0,(67.31, 120.48, 0.0)
sta3,ap4,100,-72.0,(67.31, 120.48, 0.0)
